Price,Year,Postcode,Town/City,County
399950,2020,BS16 2GT,BRISTOL,CITY OF BRISTOL
299995,2020,BS4 1FS,BRISTOL,CITY OF BRISTOL
260995,2020,BS4 1FS,BRISTOL,CITY OF BRISTOL
313995,2020,BS4 1FL,BRISTOL,CITY OF BRISTOL
359950,2020,BS4 4FS,BRISTOL,CITY OF BRISTOL
215000,2020,BS4 2LD,BRISTOL,CITY OF BRISTOL
935000,2020,BS6 6QQ,BRISTOL,CITY OF BRISTOL
315000,2020,BS3 3PH,BRISTOL,CITY OF BRISTOL
212000,2020,BS4 1SQ,BRISTOL,CITY OF BRISTOL
360000,2020,BS8 2NQ,BRISTOL,CITY OF BRISTOL
392500,2020,BS3 2PN,BRISTOL,CITY OF BRISTOL
297000,2020,BS6 6AG,BRISTOL,CITY OF BRISTOL
419000,2020,BS6 5EW,BRISTOL,CITY OF BRISTOL
318995,2020,BS4 1FL,BRISTOL,CITY OF BRISTOL
315995,2020,BS4 1FS,BRISTOL,CITY OF BRISTOL
431375,2020,BS3 2AD,BRISTOL,CITY OF BRISTOL
367500,2020,BS5 6DQ,BRISTOL,CITY OF BRISTOL
675000,2020,BS8 4DA,BRISTOL,CITY OF BRISTOL
325000,2020,BS4 4PU,BRISTOL,CITY OF BRISTOL
360000,2020,BS10 5LH,BRISTOL,CITY OF BRISTOL
295000,2020,BS5 7UU,BRISTOL,CITY OF BRISTOL
259995,2020,BS14 8NF,BRISTOL,CITY OF BRISTOL
584950,2020,BS9 2RP,BRISTOL,CITY OF BRISTOL
1195000,2020,BS6 6RL,BRISTOL,CITY OF BRISTOL
987000,2020,BS9 4HJ,BRISTOL,CITY OF BRISTOL
750000,2020,BS4 2PN,BRISTOL,CITY OF BRISTOL
307000,2020,BS16 3PW,BRISTOL,CITY OF BRISTOL
367500,2020,BS14 0NL,BRISTOL,CITY OF BRISTOL
360000,2020,BS8 4LJ,BRISTOL,CITY OF BRISTOL
321500,2020,BS4 4JN,BRISTOL,CITY OF BRISTOL
277000,2020,BS9 2RQ,BRISTOL,CITY OF BRISTOL
550000,2020,BS9 3ST,BRISTOL,CITY OF BRISTOL
437000,2020,BS9 2PJ,BRISTOL,CITY OF BRISTOL
550000,2020,BS8 2TZ,BRISTOL,CITY OF BRISTOL
790000,2020,BS6 5TP,BRISTOL,CITY OF BRISTOL
285000,2020,BS15 1HJ,BRISTOL,CITY OF BRISTOL
190000,2020,BS5 8ET,BRISTOL,CITY OF BRISTOL
230000,2020,BS15 8AP,BRISTOL,CITY OF BRISTOL
330000,2020,BS14 0LW,BRISTOL,CITY OF BRISTOL
315000,2020,BS3 5QR,BRISTOL,CITY OF BRISTOL
435000,2020,BS4 2LJ,BRISTOL,CITY OF BRISTOL
237000,2020,BS14 0NB,BRISTOL,CITY OF BRISTOL
295000,2020,BS5 7AP,BRISTOL,CITY OF BRISTOL
225000,2020,BS14 9DW,BRISTOL,CITY OF BRISTOL
385000,2020,BS14 9PF,BRISTOL,CITY OF BRISTOL
380000,2020,BS3 4LT,BRISTOL,CITY OF BRISTOL
325000,2020,BS5 6HG,BRISTOL,CITY OF BRISTOL
200000,2020,BS5 8DA,BRISTOL,CITY OF BRISTOL
197000,2020,BS16 1SY,BRISTOL,CITY OF BRISTOL
245000,2020,BS11 9RB,BRISTOL,CITY OF BRISTOL
430000,2020,BS8 3DG,BRISTOL,CITY OF BRISTOL
365000,2020,BS6 5HS,BRISTOL,CITY OF BRISTOL
215000,2020,BS4 3AG,BRISTOL,CITY OF BRISTOL
465000,2020,BS3 1AW,BRISTOL,CITY OF BRISTOL
277500,2020,BS4 3PJ,BRISTOL,CITY OF BRISTOL
267000,2020,BS14 9DF,BRISTOL,CITY OF BRISTOL
550000,2020,BS3 1QP,BRISTOL,CITY OF BRISTOL
292000,2020,BS4 5BP,BRISTOL,CITY OF BRISTOL
230000,2020,BS14 9SL,BRISTOL,CITY OF BRISTOL
308500,2020,BS16 3XG,BRISTOL,CITY OF BRISTOL
445000,2020,BS7 8RD,BRISTOL,CITY OF BRISTOL
335000,2020,BS14 0JE,BRISTOL,CITY OF BRISTOL
415000,2020,BS9 4QT,BRISTOL,CITY OF BRISTOL
239000,2020,BS11 9SR,BRISTOL,CITY OF BRISTOL
295000,2020,BS15 1NJ,BRISTOL,CITY OF BRISTOL
235000,2020,BS14 0LQ,BRISTOL,CITY OF BRISTOL
320000,2020,BS11 9UD,BRISTOL,CITY OF BRISTOL
631000,2020,BS6 6NP,BRISTOL,CITY OF BRISTOL
255000,2020,BS4 2UR,BRISTOL,CITY OF BRISTOL
250000,2020,BS5 9JT,BRISTOL,CITY OF BRISTOL
245000,2020,BS10 5JL,BRISTOL,CITY OF BRISTOL
775000,2020,BS7 8HQ,BRISTOL,CITY OF BRISTOL
489550,2020,BS3 2AE,BRISTOL,CITY OF BRISTOL
250000,2020,BS5 9UQ,BRISTOL,CITY OF BRISTOL
229000,2020,BS7 9XR,BRISTOL,CITY OF BRISTOL
350000,2020,BS7 0JP,BRISTOL,CITY OF BRISTOL
247500,2020,BS5 7QZ,BRISTOL,CITY OF BRISTOL
925000,2020,BS6 6EL,BRISTOL,CITY OF BRISTOL
210000,2020,BS4 1DH,BRISTOL,CITY OF BRISTOL
199950,2020,BS4 1QX,BRISTOL,CITY OF BRISTOL
462500,2020,BS6 6LT,BRISTOL,CITY OF BRISTOL
480000,2020,BS7 8SB,BRISTOL,CITY OF BRISTOL
385000,2020,BS10 7PS,BRISTOL,CITY OF BRISTOL
205000,2020,BS9 1SY,BRISTOL,CITY OF BRISTOL
653000,2020,BS6 7HH,BRISTOL,CITY OF BRISTOL
1150000,2020,BS9 1QH,BRISTOL,CITY OF BRISTOL
375500,2020,BS3 4PT,BRISTOL,CITY OF BRISTOL
207500,2020,TR12 7BZ,HELSTON,CORNWALL
500000,2020,PL27 6ST,WADEBRIDGE,CORNWALL
148000,2020,PL14 3FY,LISKEARD,CORNWALL
1796721,2020,PL25 4BP,ST AUSTELL,CORNWALL
1920000,2020,PL25 4BP,ST AUSTELL,CORNWALL
305000,2020,TR12 6RP,HELSTON,CORNWALL
248000,2020,BS4 1PF,BRISTOL,CITY OF BRISTOL
458750,2020,BS8 1AT,BRISTOL,CITY OF BRISTOL
865500,2020,BS6 6QD,BRISTOL,CITY OF BRISTOL
190000,2020,BS13 8RQ,BRISTOL,CITY OF BRISTOL
249500,2020,BS14 0LP,BRISTOL,CITY OF BRISTOL
440000,2020,BS3 3EU,BRISTOL,CITY OF BRISTOL
264500,2020,BS16 3RS,BRISTOL,CITY OF BRISTOL
320000,2020,BS3 2ED,BRISTOL,CITY OF BRISTOL
325000,2020,BS9 2EQ,BRISTOL,CITY OF BRISTOL
289600,2020,BS16 4AJ,BRISTOL,CITY OF BRISTOL
315000,2020,BS5 9AF,BRISTOL,CITY OF BRISTOL
280000,2020,BS10 5LH,BRISTOL,CITY OF BRISTOL
265000,2020,BS11 9UA,BRISTOL,CITY OF BRISTOL
1080000,2020,BS9 1NG,BRISTOL,CITY OF BRISTOL
760000,2020,BS9 3SS,BRISTOL,CITY OF BRISTOL
224000,2020,BS14 0RT,BRISTOL,CITY OF BRISTOL
410000,2020,BS7 8RZ,BRISTOL,CITY OF BRISTOL
433000,2020,BS9 3PX,BRISTOL,CITY OF BRISTOL
275000,2020,BS3 5HJ,BRISTOL,CITY OF BRISTOL
580500,2020,BS6 5LX,BRISTOL,CITY OF BRISTOL
396250,2020,BS7 0AL,BRISTOL,CITY OF BRISTOL
145000,2020,BS5 8AX,BRISTOL,CITY OF BRISTOL
566000,2020,BS9 4QX,BRISTOL,CITY OF BRISTOL
710000,2020,BS6 5UG,BRISTOL,CITY OF BRISTOL
250000,2020,BS14 0AL,BRISTOL,CITY OF BRISTOL
510000,2020,BS6 7TF,BRISTOL,CITY OF BRISTOL
237500,2020,BS16 3DE,BRISTOL,CITY OF BRISTOL
275000,2020,BS9 2QN,BRISTOL,CITY OF BRISTOL
317000,2020,BS3 3NZ,BRISTOL,CITY OF BRISTOL
485000,2020,BS9 3PN,BRISTOL,CITY OF BRISTOL
369750,2020,BS7 0HE,BRISTOL,CITY OF BRISTOL
490000,2020,BS16 1AE,BRISTOL,CITY OF BRISTOL
371500,2020,BS3 3HT,BRISTOL,CITY OF BRISTOL
257950,2020,BS5 6QA,BRISTOL,CITY OF BRISTOL
1775000,2020,BS9 1JZ,BRISTOL,CITY OF BRISTOL
250000,2020,BS4 2TJ,BRISTOL,CITY OF BRISTOL
282250,2020,BS11 9QU,BRISTOL,CITY OF BRISTOL
560000,2020,BS16 2AJ,BRISTOL,CITY OF BRISTOL
340000,2020,BS8 4PD,BRISTOL,CITY OF BRISTOL
540000,2020,BS8 4PD,BRISTOL,CITY OF BRISTOL
252500,2020,BS3 2DX,BRISTOL,CITY OF BRISTOL
400000,2020,BS3 1LG,BRISTOL,CITY OF BRISTOL
310000,2020,BS3 3HD,BRISTOL,CITY OF BRISTOL
90000,2020,BS10 5BY,BRISTOL,CITY OF BRISTOL
800000,2020,PL26 6DL,ST AUSTELL,CORNWALL
80000,2020,TR4 8DJ,TRURO,CORNWALL
192000,2020,TR27 5AF,HAYLE,CORNWALL
185000,2020,TR4 9QU,TRURO,CORNWALL
165000,2020,PL13 2PT,LOOE,CORNWALL
450000,2020,PL27 7LG,WADEBRIDGE,CORNWALL
580000,2020,EX23 0LF,BUDE,CORNWALL
500000,2020,PL12 6NQ,SALTASH,CORNWALL
275000,2020,BS3 2QF,BRISTOL,CITY OF BRISTOL
275000,2020,BS3 3LU,BRISTOL,CITY OF BRISTOL
490000,2020,BS8 4JZ,BRISTOL,CITY OF BRISTOL
600000,2020,BS9 4PL,BRISTOL,CITY OF BRISTOL
305000,2020,BS4 2RF,BRISTOL,CITY OF BRISTOL
550000,2020,BS7 9HQ,BRISTOL,CITY OF BRISTOL
265000,2020,BS3 5PP,BRISTOL,CITY OF BRISTOL
295000,2020,BS5 8DP,BRISTOL,CITY OF BRISTOL
646000,2020,BS9 4PG,BRISTOL,CITY OF BRISTOL
135000,2020,BS10 7QN,BRISTOL,CITY OF BRISTOL
300000,2020,BS3 2PZ,BRISTOL,CITY OF BRISTOL
230000,2020,BS5 7UF,BRISTOL,CITY OF BRISTOL
475000,2020,BS3 5DA,BRISTOL,CITY OF BRISTOL
310000,2020,BS5 8DF,BRISTOL,CITY OF BRISTOL
381500,2020,BS5 6DA,BRISTOL,CITY OF BRISTOL
293500,2020,BS11 0BB,BRISTOL,CITY OF BRISTOL
327000,2020,BS1 5EE,BRISTOL,CITY OF BRISTOL
370000,2020,BS7 0XB,BRISTOL,CITY OF BRISTOL
142200,2020,BS3 1LG,BRISTOL,CITY OF BRISTOL
211000,2020,BS6 5QA,BRISTOL,CITY OF BRISTOL
238000,2020,BS7 0EP,BRISTOL,CITY OF BRISTOL
570000,2020,BS7 8QQ,BRISTOL,CITY OF BRISTOL
290500,2020,BS3 5NS,BRISTOL,CITY OF BRISTOL
275000,2020,BS13 7NH,BRISTOL,CITY OF BRISTOL
725000,2020,BS8 4BD,BRISTOL,CITY OF BRISTOL
330000,2020,BS3 4PH,BRISTOL,CITY OF BRISTOL
270000,2020,BS4 4AF,BRISTOL,CITY OF BRISTOL
1460000,2020,BS8 3DN,BRISTOL,CITY OF BRISTOL
485000,2020,BS4 2PR,BRISTOL,CITY OF BRISTOL
270000,2020,BS5 8RB,BRISTOL,CITY OF BRISTOL
285000,2020,BS15 8AF,BRISTOL,CITY OF BRISTOL
486000,2020,BS10 7BS,BRISTOL,CITY OF BRISTOL
415000,2020,BS11 0EL,BRISTOL,CITY OF BRISTOL
320000,2020,BS4 3BS,BRISTOL,CITY OF BRISTOL
282000,2020,BS14 9TP,BRISTOL,CITY OF BRISTOL
260000,2020,BS5 7PY,BRISTOL,CITY OF BRISTOL
185000,2020,BS1 6JY,BRISTOL,CITY OF BRISTOL
281000,2020,BS15 1HF,BRISTOL,CITY OF BRISTOL
165000,2020,BS13 8HB,BRISTOL,CITY OF BRISTOL
505000,2020,BS7 9LN,BRISTOL,CITY OF BRISTOL
385000,2020,BS3 1QQ,BRISTOL,CITY OF BRISTOL
380000,2020,BS2 9UG,BRISTOL,CITY OF BRISTOL
1850000,2020,BS9 1JD,BRISTOL,CITY OF BRISTOL
320000,2020,BS5 8EH,BRISTOL,CITY OF BRISTOL
280000,2020,BS2 9LG,BRISTOL,CITY OF BRISTOL
775000,2020,BS7 8DF,BRISTOL,CITY OF BRISTOL
377500,2020,BS3 3HD,BRISTOL,CITY OF BRISTOL
241000,2020,BS15 1DS,BRISTOL,CITY OF BRISTOL
282000,2020,BS16 3JZ,BRISTOL,CITY OF BRISTOL
495000,2020,BS4 2PR,BRISTOL,CITY OF BRISTOL
418000,2020,BS7 8SA,BRISTOL,CITY OF BRISTOL
500000,2020,BS3 1PS,BRISTOL,CITY OF BRISTOL
397000,2020,BS11 0EE,BRISTOL,CITY OF BRISTOL
350000,2020,BS3 4UA,BRISTOL,CITY OF BRISTOL
430000,2020,BS8 2JY,BRISTOL,CITY OF BRISTOL
275000,2020,BS8 4UJ,BRISTOL,CITY OF BRISTOL
760000,2020,BS7 9EL,BRISTOL,CITY OF BRISTOL
255000,2020,BS11 9PP,BRISTOL,CITY OF BRISTOL
235000,2020,BS6 5EA,BRISTOL,CITY OF BRISTOL
227500,2020,BS5 7TB,BRISTOL,CITY OF BRISTOL
628000,2020,BS6 6NS,BRISTOL,CITY OF BRISTOL
330000,2020,BS9 2NR,BRISTOL,CITY OF BRISTOL
285000,2020,BS6 5PB,BRISTOL,CITY OF BRISTOL
300000,2020,BS6 5LH,BRISTOL,CITY OF BRISTOL
384550,2020,BS3 5DS,BRISTOL,CITY OF BRISTOL
202000,2020,BS14 9NN,BRISTOL,CITY OF BRISTOL
450000,2020,BS13 7LN,BRISTOL,CITY OF BRISTOL
291000,2020,BS13 8LD,BRISTOL,CITY OF BRISTOL
233000,2020,BS8 1SY,BRISTOL,CITY OF BRISTOL
250000,2020,BS3 4AP,BRISTOL,CITY OF BRISTOL
275000,2020,BS10 6QZ,BRISTOL,CITY OF BRISTOL
345000,2020,BS5 6AF,BRISTOL,CITY OF BRISTOL
112000,2020,BS10 6TP,BRISTOL,CITY OF BRISTOL
685000,2020,BS9 3HS,BRISTOL,CITY OF BRISTOL
350000,2020,BS14 9ET,BRISTOL,CITY OF BRISTOL
305000,2020,BS13 7HN,BRISTOL,CITY OF BRISTOL
425000,2020,BS8 2XW,BRISTOL,CITY OF BRISTOL
292500,2020,BS6 7XP,BRISTOL,CITY OF BRISTOL
1280000,2020,BS8 4TB,BRISTOL,CITY OF BRISTOL
670000,2020,BS9 3PY,BRISTOL,CITY OF BRISTOL
280000,2020,BS11 0EG,BRISTOL,CITY OF BRISTOL
225000,2020,BS7 0NF,BRISTOL,CITY OF BRISTOL
345000,2020,BS7 9NW,BRISTOL,CITY OF BRISTOL
362600,2020,BS1 6JT,BRISTOL,CITY OF BRISTOL
260000,2020,BS5 8TZ,BRISTOL,CITY OF BRISTOL
655000,2020,BS9 4DE,BRISTOL,CITY OF BRISTOL
320000,2020,BS3 4LB,BRISTOL,CITY OF BRISTOL
700000,2020,BS9 1NA,BRISTOL,CITY OF BRISTOL
320000,2020,BS5 6EP,BRISTOL,CITY OF BRISTOL
365000,2020,BS2 9YF,BRISTOL,CITY OF BRISTOL
230000,2020,BS14 9LD,BRISTOL,CITY OF BRISTOL
272500,2020,BS5 9AT,BRISTOL,CITY OF BRISTOL
380000,2020,BS5 7AE,BRISTOL,CITY OF BRISTOL
295000,2020,BS5 8DY,BRISTOL,CITY OF BRISTOL
290000,2020,BS6 7UX,BRISTOL,CITY OF BRISTOL
340000,2020,BS8 2LX,BRISTOL,CITY OF BRISTOL
555000,2020,BS9 1NF,BRISTOL,CITY OF BRISTOL
510000,2020,BS7 9LH,BRISTOL,CITY OF BRISTOL
241000,2020,BS5 9BE,BRISTOL,CITY OF BRISTOL
374000,2020,BS4 3BT,BRISTOL,CITY OF BRISTOL
470500,2020,BS3 4QJ,BRISTOL,CITY OF BRISTOL
362500,2020,BS14 0JF,BRISTOL,CITY OF BRISTOL
341047,2020,BS3 4NF,BRISTOL,CITY OF BRISTOL
325500,2020,BS3 3AJ,BRISTOL,CITY OF BRISTOL
437000,2020,BS3 1EQ,BRISTOL,CITY OF BRISTOL
365000,2020,BS5 6HL,BRISTOL,CITY OF BRISTOL
260000,2020,BS5 7EZ,BRISTOL,CITY OF BRISTOL
167500,2020,BS5 0PG,BRISTOL,CITY OF BRISTOL
625000,2020,BS8 3LE,BRISTOL,CITY OF BRISTOL
260000,2020,BS3 4BZ,BRISTOL,CITY OF BRISTOL
250000,2020,BS15 1TF,BRISTOL,CITY OF BRISTOL
380000,2020,BS3 2LE,BRISTOL,CITY OF BRISTOL
569950,2020,BS10 5JD,BRISTOL,CITY OF BRISTOL
292000,2020,BS3 1DL,BRISTOL,CITY OF BRISTOL
325000,2020,BS3 5LT,BRISTOL,CITY OF BRISTOL
178000,2020,BS7 0DX,BRISTOL,CITY OF BRISTOL
149500,2020,BS11 9LP,BRISTOL,CITY OF BRISTOL
190000,2020,BS15 3ER,BRISTOL,CITY OF BRISTOL
273700,2020,BS5 6EG,BRISTOL,CITY OF BRISTOL
170000,2020,BS14 9PE,BRISTOL,CITY OF BRISTOL
270000,2020,BS15 8AQ,BRISTOL,CITY OF BRISTOL
288000,2020,BS7 0NJ,BRISTOL,CITY OF BRISTOL
190000,2020,BS7 9SQ,BRISTOL,CITY OF BRISTOL
285000,2020,BS6 5PH,BRISTOL,CITY OF BRISTOL
244000,2020,BS5 8BL,BRISTOL,CITY OF BRISTOL
234000,2020,BS5 9EX,BRISTOL,CITY OF BRISTOL
206500,2020,BS5 8FB,BRISTOL,CITY OF BRISTOL
686000,2020,BS6 5UF,BRISTOL,CITY OF BRISTOL
251500,2020,BS15 1BX,BRISTOL,CITY OF BRISTOL
290000,2020,BS16 2QW,BRISTOL,CITY OF BRISTOL
1435000,2020,BS9 1QT,BRISTOL,CITY OF BRISTOL
445000,2020,BS10 5ET,BRISTOL,CITY OF BRISTOL
295000,2020,BS2 9UU,BRISTOL,CITY OF BRISTOL
515000,2020,BS7 8HT,BRISTOL,CITY OF BRISTOL
257000,2020,BS5 8RB,BRISTOL,CITY OF BRISTOL
425000,2020,BS3 2LX,BRISTOL,CITY OF BRISTOL
335000,2020,BS13 8EP,BRISTOL,CITY OF BRISTOL
236000,2020,BS14 8JZ,BRISTOL,CITY OF BRISTOL
325500,2020,BS7 0JA,BRISTOL,CITY OF BRISTOL
166500,2020,BS4 1SU,BRISTOL,CITY OF BRISTOL
323000,2020,BS7 0XG,BRISTOL,CITY OF BRISTOL
290000,2020,BS4 3RU,BRISTOL,CITY OF BRISTOL
303000,2020,BS14 9LD,BRISTOL,CITY OF BRISTOL
1030000,2020,BS9 4ET,BRISTOL,CITY OF BRISTOL
208000,2020,BS4 1RE,BRISTOL,CITY OF BRISTOL
250000,2020,BS14 0JL,BRISTOL,CITY OF BRISTOL
287500,2020,BS14 0NS,BRISTOL,CITY OF BRISTOL
232500,2020,BS7 9UN,BRISTOL,CITY OF BRISTOL
272000,2020,BS14 9SA,BRISTOL,CITY OF BRISTOL
1029702,2020,BS6 6PX,BRISTOL,CITY OF BRISTOL
221600,2020,BS15 1NE,BRISTOL,CITY OF BRISTOL
245000,2020,BS13 7QU,BRISTOL,CITY OF BRISTOL
449950,2020,BS7 8LA,BRISTOL,CITY OF BRISTOL
420000,2020,BS9 4QX,BRISTOL,CITY OF BRISTOL
215000,2020,BS11 0EW,BRISTOL,CITY OF BRISTOL
115000,2020,BS10 6JA,BRISTOL,CITY OF BRISTOL
338000,2020,BS16 1HX,BRISTOL,CITY OF BRISTOL
296250,2020,BS16 5AE,BRISTOL,CITY OF BRISTOL
308000,2020,BS5 6AY,BRISTOL,CITY OF BRISTOL
300000,2020,BS16 2AX,BRISTOL,CITY OF BRISTOL
675000,2020,BS7 9EP,BRISTOL,CITY OF BRISTOL
1700000,2020,BS6 7EJ,BRISTOL,CITY OF BRISTOL
445000,2020,BS9 4AW,BRISTOL,CITY OF BRISTOL
308000,2020,BS16 2JL,BRISTOL,CITY OF BRISTOL
495000,2020,BS4 2JW,BRISTOL,CITY OF BRISTOL
315000,2020,BS3 2EF,BRISTOL,CITY OF BRISTOL
370000,2020,BS9 1RU,BRISTOL,CITY OF BRISTOL
450000,2020,BS15 1LT,BRISTOL,CITY OF BRISTOL
575000,2020,BS9 4NG,BRISTOL,CITY OF BRISTOL
255000,2020,BS8 2BG,BRISTOL,CITY OF BRISTOL
417000,2020,BS3 2AS,BRISTOL,CITY OF BRISTOL
335000,2020,BS9 2EB,BRISTOL,CITY OF BRISTOL
244000,2020,BS10 6EQ,BRISTOL,CITY OF BRISTOL
450000,2020,BS7 8RZ,BRISTOL,CITY OF BRISTOL
200000,2020,BS8 2YF,BRISTOL,CITY OF BRISTOL
218000,2020,BS10 5JN,BRISTOL,CITY OF BRISTOL
570400,2020,BS7 9AN,BRISTOL,CITY OF BRISTOL
273500,2020,BS9 3EP,BRISTOL,CITY OF BRISTOL
257000,2020,BS14 9PU,BRISTOL,CITY OF BRISTOL
212500,2020,BS13 8RH,BRISTOL,CITY OF BRISTOL
221000,2020,BS13 9NG,BRISTOL,CITY OF BRISTOL
262000,2020,BS7 0JF,BRISTOL,CITY OF BRISTOL
300000,2020,BS16 3ER,BRISTOL,CITY OF BRISTOL
368000,2020,BS7 0JE,BRISTOL,CITY OF BRISTOL
172500,2020,BS11 0EW,BRISTOL,CITY OF BRISTOL
220000,2020,BS14 0AJ,BRISTOL,CITY OF BRISTOL
319000,2020,BS3 4QY,BRISTOL,CITY OF BRISTOL
285000,2020,BS4 5AF,BRISTOL,CITY OF BRISTOL
490000,2020,BS8 1JS,BRISTOL,CITY OF BRISTOL
250000,2020,BS5 8EQ,BRISTOL,CITY OF BRISTOL
290500,2020,BS3 3NE,BRISTOL,CITY OF BRISTOL
240000,2020,BS4 2TW,BRISTOL,CITY OF BRISTOL
163000,2020,BS4 4LQ,BRISTOL,CITY OF BRISTOL
580000,2020,BS7 8QX,BRISTOL,CITY OF BRISTOL
581000,2020,BS7 9AG,BRISTOL,CITY OF BRISTOL
219500,2020,BS15 1DQ,BRISTOL,CITY OF BRISTOL
338000,2020,BS3 5NW,BRISTOL,CITY OF BRISTOL
185000,2020,BS11 0RL,BRISTOL,CITY OF BRISTOL
270000,2020,BS16 2RH,BRISTOL,CITY OF BRISTOL
395000,2020,BS5 6JS,BRISTOL,CITY OF BRISTOL
237000,2020,BS16 2PN,BRISTOL,CITY OF BRISTOL
320000,2020,BS3 3NY,BRISTOL,CITY OF BRISTOL
270000,2020,BS4 1AW,BRISTOL,CITY OF BRISTOL
435000,2020,BS7 8RP,BRISTOL,CITY OF BRISTOL
205000,2020,BS10 5SE,BRISTOL,CITY OF BRISTOL
279000,2020,BS3 2NX,BRISTOL,CITY OF BRISTOL
552000,2020,BS10 5BL,BRISTOL,CITY OF BRISTOL
613500,2020,BS6 6TG,BRISTOL,CITY OF BRISTOL
360000,2020,BS3 2DA,BRISTOL,CITY OF BRISTOL
765000,2020,BS9 1ST,BRISTOL,CITY OF BRISTOL
525000,2020,BS7 8QH,BRISTOL,CITY OF BRISTOL
333000,2020,BS16 4AX,BRISTOL,CITY OF BRISTOL
395500,2020,BS3 3JU,BRISTOL,CITY OF BRISTOL
240000,2020,BS16 1FF,BRISTOL,CITY OF BRISTOL
262500,2020,BS9 2AX,BRISTOL,CITY OF BRISTOL
257000,2020,BS7 0DQ,BRISTOL,CITY OF BRISTOL
152500,2020,BS4 3BB,BRISTOL,CITY OF BRISTOL
625000,2020,BS9 1SW,BRISTOL,CITY OF BRISTOL
195000,2020,BS7 9XA,BRISTOL,CITY OF BRISTOL
325000,2020,BS1 6NN,BRISTOL,CITY OF BRISTOL
300050,2020,BS5 9NN,BRISTOL,CITY OF BRISTOL
263000,2020,BS1 3LY,BRISTOL,CITY OF BRISTOL
369950,2020,BS14 8LZ,BRISTOL,CITY OF BRISTOL
244000,2020,BS4 2EY,BRISTOL,CITY OF BRISTOL
276000,2020,BS5 7QG,BRISTOL,CITY OF BRISTOL
345000,2020,BS1 6XE,BRISTOL,CITY OF BRISTOL
530000,2020,BS9 4HY,BRISTOL,CITY OF BRISTOL
370000,2020,BS6 5EW,BRISTOL,CITY OF BRISTOL
1033000,2020,BS10 7FQ,BRISTOL,CITY OF BRISTOL
280000,2020,BS15 1HF,BRISTOL,CITY OF BRISTOL
340000,2020,BS4 3PR,BRISTOL,CITY OF BRISTOL
200000,2020,BS14 0SR,BRISTOL,CITY OF BRISTOL
400088,2020,BS8 4JX,BRISTOL,CITY OF BRISTOL
250000,2020,BS7 9XN,BRISTOL,CITY OF BRISTOL
890000,2020,BS6 5AY,BRISTOL,CITY OF BRISTOL
215000,2020,BS13 0RF,BRISTOL,CITY OF BRISTOL
490000,2020,BS8 4DL,BRISTOL,CITY OF BRISTOL
340000,2020,BS3 4TN,BRISTOL,CITY OF BRISTOL
1066000,2020,BS7 9DN,BRISTOL,CITY OF BRISTOL
168000,2020,BS13 9ED,BRISTOL,CITY OF BRISTOL
347000,2020,BS4 3BZ,BRISTOL,CITY OF BRISTOL
110000,2020,BS5 8RE,BRISTOL,CITY OF BRISTOL
260000,2020,BS6 6HS,BRISTOL,CITY OF BRISTOL
317000,2020,BS6 6HS,BRISTOL,CITY OF BRISTOL
310000,2020,BS3 3LS,BRISTOL,CITY OF BRISTOL
430000,2020,BS9 3AY,BRISTOL,CITY OF BRISTOL
421000,2020,BS14 0JF,BRISTOL,CITY OF BRISTOL
325000,2020,BS9 4UL,BRISTOL,CITY OF BRISTOL
315000,2020,BS3 3ET,BRISTOL,CITY OF BRISTOL
220000,2020,BS14 0AH,BRISTOL,CITY OF BRISTOL
255000,2020,BS1 3LY,BRISTOL,CITY OF BRISTOL
143500,2020,BS4 1XG,BRISTOL,CITY OF BRISTOL
335000,2020,BS13 9DQ,BRISTOL,CITY OF BRISTOL
220000,2020,BS14 8DG,BRISTOL,CITY OF BRISTOL
214995,2020,BS13 8ED,BRISTOL,CITY OF BRISTOL
310000,2020,BS3 4SQ,BRISTOL,CITY OF BRISTOL
560000,2020,BS3 4QE,BRISTOL,CITY OF BRISTOL
256000,2020,BS5 7JN,BRISTOL,CITY OF BRISTOL
420000,2020,BS6 5AD,BRISTOL,CITY OF BRISTOL
169950,2020,BS10 6TJ,BRISTOL,CITY OF BRISTOL
230000,2020,BS5 7SL,BRISTOL,CITY OF BRISTOL
190000,2020,BS13 0QJ,BRISTOL,CITY OF BRISTOL
280000,2020,BS13 8DU,BRISTOL,CITY OF BRISTOL
295000,2020,BS14 0NP,BRISTOL,CITY OF BRISTOL
360000,2020,BS1 5QH,BRISTOL,CITY OF BRISTOL
252995,2020,BS14 9SA,BRISTOL,CITY OF BRISTOL
295000,2020,BS3 4RH,BRISTOL,CITY OF BRISTOL
155250,2020,BS11 0JA,BRISTOL,CITY OF BRISTOL
250000,2020,BS16 2BT,BRISTOL,CITY OF BRISTOL
230000,2020,BS3 2BL,BRISTOL,CITY OF BRISTOL
181000,2020,BS11 0DB,BRISTOL,CITY OF BRISTOL
230000,2020,BS14 8SY,BRISTOL,CITY OF BRISTOL
192000,2020,BS5 8AL,BRISTOL,CITY OF BRISTOL
167000,2020,BS4 3EQ,BRISTOL,CITY OF BRISTOL
263000,2020,BS4 4NL,BRISTOL,CITY OF BRISTOL
297500,2020,BS3 3PS,BRISTOL,CITY OF BRISTOL
259950,2020,BS14 0AP,BRISTOL,CITY OF BRISTOL
142000,2020,BS5 9RB,BRISTOL,CITY OF BRISTOL
